
-0.594509  0.575844  0.000000  -0.019491
0.575844  -0.508261  0.000000  0.027524
0.000000  0.000000  -0.183174  0.000000
-0.019491  0.027524  0.000000  -0.355019
0.033966  -0.047837  0.000000  -0.009714
-0.000000  0.000000  0.179538  -0.000000
0.023627  -0.042744  -0.000000  0.357582
-0.041029  0.074127  -0.000000  0.010610
0.000000  -0.000000  -0.021270  0.000000
-0.000000  0.000000  0.012211  -0.000000
0.073000  -0.069702  0.000000  0.115707
0.014052  -0.011734  0.000000  -0.023083
0.110414  -0.107385  0.000000  -0.057276
-0.358463  0.374441  -0.000000  0.159109
0.374444  -0.375172  0.000000  -0.101676
-0.000000  0.000000  -0.155571  0.000000
-0.182125  0.145418  -0.000000  -0.118719
-0.288894  0.201457  -0.000000  0.129194
-0.000000  0.000000  0.129159  0.000000
0.202847  -0.175113  0.000000  0.166030
0.306490  -0.216658  0.000000  -0.054892
-0.000000  0.000000  0.066175  0.000000
-0.000000  0.000000  0.041944  -0.000000
-0.001287  -0.011685  -0.000000  0.044077
0.076446  -0.055934  0.000000  0.025335
0.081166  -0.082730  0.000000  -0.047267
-0.105197  0.154613  -0.000000  0.001258
0.154661  -0.194689  0.000000  -0.002595
-0.000000  0.000000  -0.044852  0.000000
0.001262  -0.002578  0.000000  -0.065470
-0.159423  0.177792  -0.000000  0.003594
-0.000000  0.000000  0.060667  -0.000000
-0.001610  0.001728  -0.000000  0.104771
0.263092  -0.256866  0.000000  -0.004378
-0.000000  0.000000  0.025755  -0.000000
-0.000000  0.000000  -0.002206  -0.000000
-0.022285  0.012784  0.000000  0.004158
-0.004154  0.012399  -0.000000  0.024243
0.045906  -0.045817  0.000000  -0.000825
-0.060179  0.097760  -0.000000  -0.051655
0.097846  -0.135468  0.000000  0.065244
-0.000000  0.000000  -0.025882  -0.000000
0.051714  -0.065257  0.000000  -0.004022
-0.089539  0.112954  -0.000000  -0.070477
-0.000000  0.000000  0.039655  -0.000000
-0.095250  0.104106  -0.000000  0.016717
0.164906  -0.180157  0.000000  0.105369
-0.000000  0.000000  0.009982  -0.000000
0.000000  -0.000000  -0.005764  0.000000
0.000017  -0.003158  0.000000  -0.009625
-0.014017  0.015263  0.000000  -0.001169
0.016286  -0.023265  -0.000000  0.020962
-0.105171  0.154564  -0.000000  -0.138700
0.154641  -0.194670  0.000000  0.155502
-0.000000  0.000000  -0.044854  -0.000000
0.137513  -0.152906  0.000000  0.100445
-0.080883  0.091363  -0.000000  -0.099403
-0.000000  0.000000  0.060658  -0.000000
-0.227005  0.221538  -0.000000  -0.107214
0.132967  -0.130055  0.000000  0.127815
-0.000000  0.000000  0.014819  -0.000000
0.000000  -0.000000  -0.021230  0.000000
0.029428  -0.021909  -0.000000  0.021717
-0.038419  0.035029  0.000000  -0.051591
0.015989  -0.025653  0.000000  0.031475
-0.358358  0.374329  -0.000000  -0.341004
0.374398  -0.375146  0.000000  0.246898
-0.000000  0.000000  -0.155509  -0.000000
0.341154  -0.247064  0.000000  0.128711
0.013238  -0.025155  -0.000000  0.013722
-0.000000  0.000000  0.129137  -0.000000
-0.366811  0.275099  -0.000000  0.021248
-0.022429  0.043320  -0.000000  -0.017743
0.000000  -0.000000  -0.003210  0.000000
0.000000  -0.000000  -0.078220  0.000000
0.110150  -0.094199  0.000000  0.031004
0.002055  -0.000824  -0.000000  -0.000569
0.016845  -0.035185  0.000000  0.034318
-0.008704  0.018501  0.000000  -0.011307
0.011516  -0.024103  -0.000000  0.014344
0.000000  -0.000000  0.000984  0.000000
-0.001049  0.002627  -0.000000  -0.001100
0.001814  -0.004541  0.000000  0.003667
-0.020911  0.039932  0.000000  -0.042414
0.027020  -0.049983  -0.000000  0.051637
0.000000  -0.000000  0.002684  0.000000
-0.005742  0.013871  -0.000000  -0.015619
0.002219  -0.005312  -0.000000  0.006286
-0.135380  0.169705  -0.000000  -0.160258
0.158689  -0.184861  0.000000  0.168524
0.000000  0.000000  0.024869  0.000000
-0.059722  0.060945  -0.000000  -0.069713
-0.035166  0.049956  -0.000000  -0.061681
-0.398064  0.342088  -0.000000  0.119824
0.396319  -0.334562  0.000000  -0.084687
-0.000000  0.000000  0.082271  0.000000
0.085794  -0.077780  0.000000  0.053338
-0.148602  0.134711  -0.000000  0.058560
-0.135387  0.169692  -0.000000  0.130544
0.158702  -0.184849  0.000000  -0.132174
0.000000  -0.000000  0.024864  0.000000
0.060334  -0.073769  0.000000  -0.071215
0.034133  -0.027793  -0.000000  -0.042376
-0.024248  0.045476  0.000000  0.004357
0.031213  -0.056548  -0.000000  -0.005135
0.000000  -0.000000  0.003474  0.000000
0.000457  -0.001112  0.000000  0.003085
0.006849  -0.016258  0.000000  -0.002761
0.000008  -0.000021  0.000044  0.000005

0.033966  -0.000000  0.023627  -0.041029
-0.047837  0.000000  -0.042744  0.074127
0.000000  0.179538  -0.000000  -0.000000
-0.009714  -0.000000  0.357582  0.010610
-0.343922  -0.000000  0.010610  0.345442
-0.000000  -0.050956  -0.000000  0.000000
0.010610  -0.000000  -0.302143  -0.017693
0.345442  0.000000  -0.017693  -0.281813
-0.000000  0.019772  -0.000000  0.000000
0.000000  -0.011375  0.000000  -0.000000
0.012840  -0.000000  -0.083746  -0.010928
-0.102341  -0.000000  0.017981  0.072926
-0.024053  -0.000000  0.042150  0.017137
0.302095  -0.000000  -0.163919  -0.328744
-0.226481  0.000000  0.099866  0.259619
0.000000  0.129171  -0.000000  -0.000000
0.156793  -0.000000  0.156402  -0.107064
0.046382  -0.000000  -0.060408  0.072409
0.000000  -0.071500  -0.000000  -0.000000
-0.101508  0.000000  -0.177260  0.085210
0.062955  0.000000  0.004946  -0.125116
0.000000  -0.025617  -0.000000  -0.000000
0.000000  -0.022014  0.000000  -0.000000
-0.046226  -0.000000  0.000371  0.044046
-0.024162  -0.000000  -0.003170  -0.005191
-0.020931  -0.000000  0.039948  0.058093
0.159546  -0.000000  -0.001583  -0.263047
-0.178099  0.000000  0.001728  0.256702
0.000000  0.060608  -0.000000  -0.000000
-0.003387  -0.000000  0.104568  0.003935
0.155335  -0.000000  -0.005512  -0.177205
0.000000  -0.060910  -0.000000  -0.000000
0.005123  -0.000000  -0.147297  -0.003075
-0.178528  0.000000  0.003845  0.161368
0.000000  -0.029859  0.000000  -0.000000
0.000000  0.003379  0.000000  -0.000000
0.022547  -0.000000  -0.007838  0.007623
0.013047  0.000000  -0.036133  -0.030923
-0.064963  -0.000000  0.003809  0.057450
0.089506  -0.000000  0.095059  -0.164723
-0.113084  0.000000  -0.103949  0.180205
0.000000  0.039621  0.000000  -0.000000
-0.070541  0.000000  0.016761  0.105374
0.077298  -0.000000  0.105239  -0.104575
0.000000  -0.047487  0.000000  -0.000000
0.105512  -0.000000  -0.044799  -0.133660
-0.104870  0.000000  -0.133368  0.108913
0.000000  -0.016799  0.000000  -0.000000
-0.000000  0.009701  -0.000000  0.000000
-0.010496  -0.000000  0.014119  0.026512
0.020057  -0.000000  -0.010488  -0.015616
-0.020631  -0.000000  -0.031524  0.025202
0.078596  -0.000000  0.228390  -0.129926
-0.086743  0.000000  -0.223174  0.126699
0.000000  0.060619  0.000000  -0.000000
-0.092342  0.000000  -0.108055  0.117545
-0.010199  -0.000000  0.127283  0.034410
0.000000  -0.060900  0.000000  -0.000000
0.118206  -0.000000  0.084260  -0.130206
0.033534  0.000000  -0.137551  -0.070243
0.000000  -0.017935  0.000000  -0.000000
-0.000000  0.024239  -0.000000  0.000000
-0.032283  0.000000  0.000990  0.026649
0.011889  0.000000  0.040718  0.005789
-0.008554  -0.000000  -0.053355  0.015805
0.013248  -0.000000  0.366537  -0.022405
-0.025199  0.000000  -0.274812  0.043320
-0.000000  0.129097  0.000000  -0.000000
-0.013801  0.000000  0.021169  0.017815
-0.201274  -0.000000  -0.028745  0.207934
-0.000000  -0.071480  0.000000  0.000000
0.028897  -0.000000  -0.099530  -0.040203
0.208005  0.000000  0.040057  -0.203279
-0.000000  0.006224  -0.000000  0.000000
-0.000000  0.033143  -0.000000  0.000000
0.001927  -0.000000  -0.036346  -0.006209
-0.076107  0.000000  0.004891  0.018682
-0.006049  -0.000000  -0.071668  0.010613
0.019619  -0.000000  0.024911  -0.043229
-0.024891  0.000000  -0.031133  0.054040
-0.000000  -0.002418  -0.000000  0.000000
0.003676  0.000000  0.002684  -0.009000
-0.005332  -0.000000  -0.008977  0.013043
0.016908  -0.000000  0.085865  -0.034408
-0.020756  0.000000  -0.101061  0.040954
-0.000000  -0.006481  -0.000000  0.000000
0.006323  0.000000  0.036815  -0.014968
0.000176  0.000000  -0.014640  -0.000641
-0.058237  -0.000000  0.219677  0.070473
0.055345  0.000000  -0.212387  -0.055889
-0.000000  -0.033618  0.000000  0.000000
-0.043240  0.000000  0.054092  0.036546
-0.011108  0.000000  0.090690  0.011097
-0.207502  -0.000000  -0.075155  0.130170
0.146631  0.000000  0.043856  -0.075955
-0.000000  -0.040943  -0.000000  0.000000
0.058545  -0.000000  -0.015791  -0.049941
-0.014245  0.000000  -0.049935  0.041853
0.109665  -0.000000  -0.170794  -0.154945
-0.118271  0.000000  0.154514  0.155905
-0.000000  -0.033607  -0.000000  0.000000
-0.060860  -0.000000  0.076985  0.077552
-0.009633  0.000000  0.023335  -0.011742
